ADAPTIVE FREQUENCY HOLDING LLC |ADAPTIVE FREQUENCY HOLDING LLC|POWER X CHANGER|POWER X-CHANGE|Einhell Germany AG|87345051|79324622|x|2022-02-14
Gregory B Wood |ADAPTIVE FREQUENCY HOLDING LLC|X CHANGE|POWER X-CHANGE|Einhell Germany AG|86177674|79324622|x|2022-02-14
Gregory B. Wood |ADAPTIVE FREQUENCY HOLDING LLC|POWER X CHANGER|POWER X-CHANGE|Einhell Germany AG|86301427|79324622|x|2022-02-14
Bacon & Thomas PLLC |ADAPTIVE POWER SYSTEMS INC.|APS ADAPTIVE POWER SYSTEMS|APS|ALSTOM Transport Technologies|86348708|90752903|x|2022-02-14
Bacon & Thomas PLLC |ADAPTIVE POWER SYSTEMS INC.|APS ADAPTIVE POWER SYSTEMS|APS|ALSTOM Transport Technologies|86348771|90752903|x|2022-02-14
ENNS & ARCHER LLP |ADHERA THERAPEUTICS INC.|ADHERA THERAPEUTICS|ADHERA|Adhera Health Inc.|88125517|90746046|x|2022-02-14
ENNS & ARCHER LLP |ADHERA THERAPEUTICS INC.|ADHERA THERAPEUTICS|ADHERA HEALTH|Adhera Health Inc.|88125517|90746053|x|2022-02-14
THE INGBER LAW FIRM |Adit Edtech Acquisition Corp.|ADIT EDTECH|ADIT INNOVATIVE INFRASTRUCTURE SERIES|ADIT VENTURES III LLC|90357406|90735706|x|2022-02-14
SCHIFF HARDIN LLP |Adolph Kiefer & Associates LLC|KIEFER|KEEFER BROS.|Keefer Chris|85525332|90333236|x|2022-02-14
R.J. PIERCE LAW GROUP P.C. |ADOSE LTD|ADOSE|DOSE ATHLETIC|Duoetic AB|90532821|90733355|x|2022-02-14
VENABLE LLP |ADP INC.|ADP|ADULT DEVELOPMENT PROFESSIONAL ADP|Council for Professional Recognition|85355041|90593594|x|2022-02-14
VENABLE LLP |ADP INC.|ADP RESEARCH INSTITUTE|ADULT DEVELOPMENT PROFESSIONAL ADP|Council for Professional Recognition|85514142|90593594|x|2022-02-14
VENABLE LLP |ADP INC.|ADP|ADULT DEVELOPMENT PROFESSIONAL ADP|Council for Professional Recognition|85782839|90593594|x|2022-02-14
VENABLE LLP |ADP INC.|ADP|ADULT DEVELOPMENT PROFESSIONAL ADP|Council for Professional Recognition|85782990|90593594|x|2022-02-14
RUTAN & TUCKER LLP |Adroit Worldwide Media Inc.|AWM FRICTIONLESS|FRICTIONLESS|Acceptto Corporation|88000961|88149627|x|2022-02-14
CANTOR COLBURN LLP |ADVANCED LOGIC TECHNOLOGY S.A.; en abrégé A.L.T. S.A.|CORECAD|CORE AUTOMATED FUELING SOLUTIONS|Permian Global Inc (CORE)|79056711|90734389|x|2022-02-14
OMNI LEGAL GROUP |Advanced Naturopathic Medicine Inc.|SPARK HEALTH|SPARK|Allergan Inc.|87609131|90633276|x|2022-02-14
WOLF GREENFIELD & SACKS P.C. |Advanced Personnel Management Holdings Pty Ltd|APM ENABLING BETTER LIVES|APM|APM ASSOCIATION PROGRES DU MANAGEMENT|97052198|79322923|x|2022-02-14
Law Office Of Heena N Kampani |Advanced Urology Institute of Georgia PC|ADVANCED UROLOGY|ADVANCED UROLOGY CENTERS OF NEW YORK A DIVISION OF INTEGRATED MEDICAL PROFESSIONALS PLLC|Integrated Medical Professionals PLLC|86566626|90732699|x|2022-02-14
Law Office Of Heena N Kampani |Advanced Urology Institute of Georgia PC|  ADVANCED UROLOGY IMAGING CENTER  |ADVANCED UROLOGY CENTERS OF NEW YORK A DIVISION OF INTEGRATED MEDICAL PROFESSIONALS PLLC|Integrated Medical Professionals PLLC|86566608|90732699|x|2022-02-14
Cook Alex Ltd. |AFA POLYTEK B.V.|ONEPAK|1-PACK|1-PACK INC.|76245573|90738917|x|2022-02-14
RAY LAW FIRM PLLC |Aftermarket Auto Parts Alliance Inc.|CONFIDENCEPLUS CERTIFIED SERVICE CENTER|CONFIDENCE AUTO CENTER INC.|Confidence Auto Center Inc|87522905|90748526|x|2022-02-14
RAY LAW FIRM PLLC |Aftermarket Auto Parts Alliance Inc.|CONFIDENCE PLUS CERTIFIED SERVICE CENTERS|CONFIDENCE AUTO CENTER INC.|Confidence Auto Center Inc|87522899|90748526|x|2022-02-14
Thomas P. Arden|Agatha Christie Limited|AGATHA|AGATHA RAISIN|M.C. Beaton Limited|79272981|90446827|x|
Thomas P. Arden |Agatha Christie Limited|AGATHA|AGATHA RAISIN|M.C. Beaton Limited|79272981|90446827|x|2022-02-14
CRGO Law|AGATHA INC.|AGATHA|AGATHA RAISIN|M.C. Beaton Limited|79251001|90446827|x|
Perkins Coie LLP |AGILENT TECHNOLOGIES INC.|PATHWAYARCHITECT|PATHWAY INNOVATIONS|Pathway Innovations and Technologies Inc.|76630051|90740163|x|2022-02-14
TRADEMARK LAWYER LAW FIRM PLLC |AGIUS CURTIS E|JUNK TAXI|RUBBISH TAXI|Rubbish Taxi Ltd|87272271|90738741|x|2022-02-14
GOTTLIEB RACKMAN & REISMAN PC |AGROINDUSTRIAS SAN JULIAN SOCIEDAD ANONIMA DE CAPITAL VARIABLE|SAN JULIÁN|RANCHO SAN JULIAN|Elizabeth Poett|76585438|90740031|x|2022-02-14
LERNER DAVID LITTENBERG KRUMHOLZ & MENTLIK LLP|Agropur Cooperative|OKA|OKKA|RASAGRA GIDA DIS TICARET LIMITED SIRKETI|86794965|79315411|x|
THE SLADKUS LAW GROUP|AGROPUR COOPERATIVE|OKA|OKKA|RASAGRA GIDA DIS TICARET LIMITED SIRKETI|88445971|79315411|x|
JOHNSON & MARTIN P.A. |AgrotecHemp Corp.|ABSOLUTE CBD|SAN BENITO ABSOLUTE CBD|San Benito Hemp Campus Ltd.|88631881|90543742|x|2022-02-14
Victor J. Gallo |AGS LLC|POWER SYNC|POWERSYNCPRO|Declaration Software Limited|86293039|79327965|x|2022-02-14
AGUIRRE DAISY |Aguirre Daisy|HOMEGIRL|HOME GIRL|Crystell Oliver|86549960|90735748|x|2022-02-14
AGUIRRE DAISY |Aguirre Daisy|HOMEGIRL|HOME GIRL|Crystell Oliver|88470222|90735748|x|2022-02-14
MERCHANT & GOULD PC |AGVISE Laboratories Inc.|AGVISOR|AGVISORPRO|AGvisorPRO Inc.|90440155|90750077|x|2022-02-14
MERCHANT & GOULD PC |AGVISE Laboratories Inc.|AGVISOR|AGVISORPRO ANSWERS NOW!|AGvisorPRO Inc.|90440155|90750455|x|2022-02-14
MERCHANT & GOULD PC |AGVISE Laboratories Inc.|AGVISOR|AGVISORPRO ANSWERS NOW!|AGvisorPRO Inc.|90440155|90750661|x|2022-02-14
Richards Patent Law P.C. |AgYield LLC|ATHENA|ATHENA|Connex One Limited|87072905|79319195|x|2022-02-14
BAKER & HOSTETLER LLP |AI Life LLC|AI WELLNESS|AI|Doreen YY Hing|88772673|90734624|x|2022-02-14
BAKER & HOSTETLER LLP |AI Life LLC|AI WELLNESS|AI|Doreen YY Hing|88772681|90734624|x|2022-02-14
Di Li Law P.C. |AimisiGuangzhoudianziyouxiangongsi|KS|KS|Crosby Kierra|90465444|90746519|x|2022-02-14
R.J. PIERCE LAW GROUP P.C. |Ainka D Wilson|EXQUISITE HAIR DESIGNS BY AINKA|EXQUIZIT HAIR SUITES INC.|Exquizit Hair Suites|88595398|90233225|x|2022-02-14
KRISTEN P. FOSTER |AIOTAL INC|EZBOT|EZBOT|Futran Solutions Inc|87743780|90741476|x|2022-02-14
Air Conditioning Solutions Inc. |Air Conditioning Solutions Inc.|MAGSTACK|MAGSTACK|Ninomiya Bret|88650076|90722100|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |AIRBNB INC.|AIRBNB|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|85024748|90743485|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |AIRBNB INC.|AIRBNB|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|85979407|90743485|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |AIRBNB INC.|AIRBNB|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|85023193|90743485|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |Airbnb Inc.|AIRBNB|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|86617550|90743485|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |Airbnb Inc.|AIRBNBOPEN|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|86760358|90743485|x|2022-02-14
Kilpatrick Townsend & Stockton LLP |Airbnb Inc.|AIRBNB PLUS|COMMERCIALAIRBNB|MCGRONE MICHELLE A.|88083757|90743485|x|2022-02-14
"Pillsbury Winthrop Shaw Pittman, LLP"|AIRBUS S.A.S.|UPNEXT|UPNEX LIVE|Krista Ann Wilkins|79294198|90334868|x|
Taylor English Duma LLP |Airspacelink Inc.|AIRHUB|AIRHUB|Prism Systems Pty Ltd|88960385|79313547|x|2022-02-14
Ajinomoto Foods North America Inc |AJINOMOTO FOODS NORTH AMERICA INC.|POSADA|LAS POSADAS MEX|LAS POSADAS MEX. LLC|74069598|90747879|x|2022-02-14
WINDSOR QUALITY FOOD COMPANY LTD |AJINOMOTO WINDSOR INC.|POSADA|LAS POSADAS MEX|LAS POSADAS MEX. LLC|73204098|90747879|x|2022-02-14
Blue Filament Law PLLC |ALBEA SERVICES|FAST-TRACK|FASTTRAC|FastTrac LLC|79228745|90736459|x|2022-02-14
Blue Filament Law PLLC |ALBEA SERVICES|FAST-TRACK BEAUTY|FASTTRAC|FastTrac LLC|79228755|90736459|x|2022-02-14
Fross Zelnick Lehrman & Zissu P.C. |ALBION Co. Ltd.|SUI BLACK|SUI BEAUTY|Tiffany Wang|79299116|90744836|x|2022-02-14
ALCHEMY UNLIMITED |Alchemy Unlimited|RECIPE|RECIPE|Rapid Commercialization Partners Inc.|85132493|90689415|x|2022-02-14
1-800-4-TRADEMARK PA |ALCIVAR CYNTHIA|GER|GER - GLOBAL EMISSION REDUCTION|Redshaw Advisors Limited|88176473|79329272|x|2022-02-14
1-800-4-TRADEMARK PA |ALCIVAR CYNTHIA|GER|GER - GLOBAL EMISSION REDUCTION|Redshaw Advisors Limited|88216431|79329272|x|2022-02-14
Cooley Llp |Alexandria Real Estate Equities Inc.|GREEN ACRE|THE ORIGINAL GREEN ACRES CAFE|Jaqaun Harris|86404006|90759281|x|2022-02-14
ALFRED MCZEAL JR. |Alfred McZeal Jr.|ADVOCATE LITIGATOR|ADVOCAT|Advocat Technologies Inc.|87868139|90741737|x|2022-02-14
ALFRED MCZEAL JR. |Alfred McZeal Jr.|ADVOCATE LITIGATOR|ADVOCAT AI|Advocat Technologies Inc.|87868139|97046057|x|2022-02-14
ALFRED MCZEAL JR. |Alfred McZeal Jr.|ADVOCATE LITIGATOR|ADVOCAT AI|Advocat Technologies Inc.|87868139|97080372|x|2022-02-14
"ALI, MARWA"|"Ali, Marwa"|YOU GLOW|UGLOW AESTHETICS|"UGlow Face & Body, LLC"|90702197|90742788|x|
"ALI, MARWA"|"Ali, Marwa"|YOU GLOW|UGLOW FACE & BODY|"UGlow Face & Body, LLC"|90702197|90742797|x|
"ALI, MARWA"|"Ali, Marwa"|YOU GLOW|UGLOW|"UGlow Face & Body, LLC"|90702197|90742800|x|
DINSMORE & SHOHL LLP|Allan Wendling|BELOW ZERO|BELOW ZERO|"Imexport, LLC"|88146939|90746414|x|
HUNTLEY LAW |Allegiant Electric LLC|ALLEGIANT ELECTRIC|ALLEGIANT PLUMBING|Hudson Joshua|88732542|90749617|x|2022-02-14
HUNTLEY LAW |Allegiant Electric LLC|ALLEGIANT ELECTRIC LLC|ALLEGIANT PLUMBING|Hudson Joshua|88732562|90749617|x|2022-02-14
ALLEN MATT |Allen Matt|CAT PEOPLE ARE COOL|CAT PERSON|Cat Person Inc.|86379686|90742889|x|2022-02-14
WHITAKER CHALK SWINDLE & SCHWARTZ PLLC|"Allen, Charles"|KHAOS KHAMO|KHAOS|"Carabillo, Philip J"|88739625|90762320|x|
ASSOCIATION COUNSEL |Alliance for Academic Internal Medicine|APM|APM|APM ASSOCIATION PROGRES DU MANAGEMENT|86160019|79322923|x|2022-02-14
FRESH IP PLC |ALLINOX|MINERVA|MINERVA'S HOME|Dandong Huacheng Technology Develop ment Co Ltd.|90356113|90726358|x|2022-02-14
LAW OFFICE OF CURT HANDLEY |Almazan Aleksandar|ALMAZAN KITCHEN|ALMAZAN|MBin Inc|87695001|90739141|x|2022-02-14
QUARLES & BRADY LLP |ALPHA OPCO LLC|DALLAS RENEGADES|AUSTIN RENEGADES|The Spring League LLC|88580258|90750842|x|2022-02-14
QUARLES & BRADY LLP |ALPHA OPCO LLC|DALLAS RENEGADES|ORLANDO RENEGADES|The Spring League LLC|88580258|90750902|x|2022-02-14
QUARLES & BRADY LLP |ALPHA OPCO LLC|DALLAS RENEGADES|RENEGADES|The Spring League LLC|88580258|90751093|x|2022-02-14
MICHAEL LOU |ALPHEX INC|DAROMA|DI'AROMA|NATURE AROMA LLC|88508643|90741888|x|2022-02-14
Day Law Firm |Alt Samantha E|IT'S 420 SOMEWHERE|IT'S 420 SOMEWHERE|Sweetwater Brewing Company LLC|88912576|90629809|x|2022-02-14
MILBANK TWEED HADLEY & MCCLOY LLP |ALTAVAIR L.P.|AV|AV AIRFINANCE|AV AirFinance Limited|87214424|90726617|x|2022-02-14
MILBANK TWEED HADLEY & MCCLOY LLP |ALTAVAIR L.P.|ALTAVAIR AIRFINANCE|AV AIRFINANCE|AV AirFinance Limited|87214432|90726617|x|2022-02-14
MILBANK TWEED HADLEY & MCCLOY LLP |ALTAVAIR L.P.|AV|AV AIRFINANCE|AV AirFinance Limited|87214424|90726632|x|2022-02-14
MILBANK TWEED HADLEY & MCCLOY LLP |ALTAVAIR L.P.|ALTAVAIR AIRFINANCE|AV AIRFINANCE|AV AirFinance Limited|87214432|90726632|x|2022-02-14
GLEAM LAW PLLC |ALTITUDE BEVERAGES LLC|EVERYTHING LATTE|EVERYTHING|Hotel Chocolat Limited|90619399|79322433|x|2022-02-14
Alston & Bird LLP |ALTIUM PACKAGING LP|PRISMA|MABSELECT PRISMA|Cytiva BioProcess R&D AB|77058577|90805743|x|2022-02-14
ALWAYS AVAILABLE MANAGEMENT INC. |Always Available Management Inc.|N NVY THE BEST VERSION OF YOU|BODENVY BE THE BEST VERSION OF YOU!|BODENVY HOLDINGS LLC|88621057|90752978|x|2022-02-14
ALWAYS AVAILABLE MANAGEMENT INC. |Always Available Management Inc.|N NVY THE BEST VERSION OF YOU|BODENVY BE THE BEST VERSION OF YOU!|BODENVY HOLDINGS LLC|88621057|90753037|x|2022-02-14
NI WANG & MASSAND PLLC |AMAMOKE TOBACCO (CAMBODIA) CO. LTD.|MARSKISS|MARSKISS|ZILONG(S) PTE. LTD.|88670937|90748160|x|2022-02-14
THE LAW FIRM OF ANDREA HENCE EVANS LLC |Amani Soaps|AMANI|ASPIREMEAMANI LLC|AspireMeAmani LLC|88577637|90747928|x|2022-02-14
THE LAW FIRM OF ANDREA HENCE EVANS LLC |Amani Soaps|AMANI|ASPIREMEAMANI LLC|AspireMeAmani LLC|88976517|90747928|x|2022-02-14
Volpe and Koenig P C |Amann Girrbach AG|IDC|IDC|Sky Rich Star Limited|86622155|90735805|x|2022-02-14
Amapharm GmbH |Amapharm GmbH|YAYA CHEWS|YAYA HOLISTIC|Schops Derek|79166688|90675242|x|2022-02-14
Amapharm GmbH |Amapharm GmbH|YAYA BEANS|YAYA HOLISTIC|Schops Derek|79174370|90675242|x|2022-02-14
Troutman Pepper Hamilton Sanders LLP |Amapharm GmbH|YAYA BEANS|YAYA HOLISTIC|Schops Derek|79146191|90675242|x|2022-02-14
KILPATRICK TOWNSEND & STOCKTON LLP |Amazon Technologies Inc.|SPARK|SPARK|Allergan Inc.|87768924|90633276|x|2022-02-14
SPEVAK INC. |Ambassador Entertainment Inc.|PLAY IT LOUD|PLAY OUT LOUD|QSC LLC|87981252|97062639|x|2022-02-14
Grell & Watson Patent Attorneys LLC |Ambicare Health Limited|LUSTRE PURE LIGHT|PURE LIGHT HYDROTONE|Henkel Corporation|87131712|90794818|x|2022-02-14
Brach Eichler |American Biosciences Inc.|FWGE-SC|FWGE RX BIOSCIENCE|FWGE Rx BioScience LLC|86761103|90735640|x|2022-02-14
Not Just Patents LLC |American Distribution Company LLC|3 OAKS HUNTING AND OUTDOORS|3 OAKS|ADC BRANDS LLC|85967115|97040907|x|2022-02-14
AMERICAN HOMESTEAD |American Homestead|SINGULAR YOU ONLY NEED ONE.|SINGULAR WIPES|Singular Enterprises LLC|90117713|90738975|x|2022-02-14
AMERICAN HOMESTEAD |American Homestead|SINGULAR YOU ONLY NEED ONE.|SINGULAR WIPES|Singular Enterprises LLC|90117713|90739020|x|2022-02-14
CHICAGO LAW PARTNERS LLC |American Institute for Chartered Property Casualty Underwriters|CANOPY|CANOPY|Branch Financial Inc.|88044149|88373046|x|2022-02-14
AMERICAN INTERNATIONAL GROUP INC. |AMERICAN INTERNATIONAL GROUP INC.|ELITE GLOBAL SURVIVOR|AUSTIN WRANGLERS|The Spring League LLC|77643481|90750850|x|2022-02-14
AMERICAN INTERNATIONAL GROUP INC. |AMERICAN INTERNATIONAL GROUP INC.|ELITE GLOBAL SURVIVOR|WRANGLERS|The Spring League LLC|77643481|90751107|x|2022-02-14
ARENT FOX LLP |AMERICAN REGENT INC.|FE|FE CPS|Fette Compacting GmbH|87434839|79325890|x|2022-02-14
Baker Donelson Bearman Caldwell & Berkowitz PC |AMERICAN RESIDENTIAL SERVICES L.L.C.|GREENSTAR HOME SERVICES|GREENSTAR DEVELOPMENT|Greenstar Development LLC|90097992|90747696|x|2022-02-14
Baker Donelson Bearman Caldwell & Berkowitz PC |AMERICAN RESIDENTIAL SERVICES L.L.C.|GREEN STAR HOME SERVICES RESCUE ROOTER|GREENSTAR DEVELOPMENT|Greenstar Development LLC|88801295|90747696|x|2022-02-14
Baker Donelson Bearman Caldwell & Berkowitz PC |AMERICAN RESIDENTIAL SERVICES L.L.C.|GREEN STAR HOME SERVICES RIGHTIME HEATING PLUMBING AIR|GREENSTAR DEVELOPMENT|Greenstar Development LLC|88801443|90747696|x|2022-02-14
Baker Donelson Bearman Caldwell & Berkowitz PC |AMERICAN RESIDENTIAL SERVICES L.L.C.|GREEN STAR HOME SERVICES RIGHTIME HEATING PLUMBING AIR|GREENSTAR DEVELOPMENT|Greenstar Development LLC|88801476|90747696|x|2022-02-14
Baker Donelson Bearman Caldwell & Berkowitz PC |AMERICAN RESIDENTIAL SERVICES L.L.C.|GREENSTAR HOME SERVICES RESCUE ROOTER|GREENSTAR DEVELOPMENT|Greenstar Development LLC|88801280|90747696|x|2022-02-14
Day Pitney LLP |AMERICAN RIVER NUTRITION LLC|DELTAGOLD|DELTAGOLD|TdeltaS Limited|78110260|85566468|x|2022-02-14
JPG LEGAL|American Society of Professional Organizers Inc|SIMPLE SYSTEMS|SYSTEMS MADE SIMPLE|Business Made Simple LLC|90233497|90735255|x|
AMERICAN SPECIALTY HEALTH INCORPORATED |American Specialty Health Incorporated|YOUR FUTURE IS ACTIVE&FIT|YOUR FUTURE IS NEGOTIABLE.|The DaVinci Alliance Inc.|86896414|97018265|x|2022-02-14
Kirkland & Ellis LLP |AMERICAN SPORTS LICENSING LLC|QUEST|PROTACTIC QUEST|Martex Potosi S.A. de C.V.|73828415|90750990|x|2022-02-14
Kirkland & Ellis LLP |AMERICAN SPORTS LICENSING LLC|QUEST|PROTACTIC QUEST|Martex Potosi S.A. de C.V.|73797069|90750990|x|2022-02-14
Kirkland & Ellis LLP |AMERICAN SPORTS LICENSING LLC|QUEST|PROTACTIC QUEST|Martex Potosi S.A. de C.V.|85330154|90750990|x|2022-02-14
