YARON LEW |Affordy Ltd.|TITAN LEV|TITAN|ATEME|77651675|79126700|x|2022-02-15
Perkins Coie LLP |Agilent Technologies Inc.|CLEARSEQ|CLEAR SAFETY|Clear Labs Inc.|86459902|88909524|x|2022-02-15
Perkins Coie LLP |Agilent Technologies Inc.|CLEARSEQ|CLEAR SAFETY|Clear Labs Inc.|86755128|88909524|x|2022-02-15
Perkins Coie LLP |Agilent Technologies Inc.|CLEARSEQ|CLEAR SAFETY|Clear Labs Inc.|86355499|88909524|x|2022-02-15
SHOOK HARDY & BACON LLP |AH Entertainment Inc.|AMAZON RECORDS|AMAZON|Amazon Technologies Inc.|75191458|86315391|x|2022-02-15
SHOOK HARDY & BACON LLP |AH Entertainment Inc.|AMAZON RECORDS|AMAZON|Amazon Technologies Inc.|75191458|86315405|x|2022-02-15
AHC |AHC|DEE|DRAGON DEE|CJ ENM Co. Ltd.|88684688|90138930|x|2022-02-15
Yubai Zhao |Ai Fangxia|AZYMI|AZYM|ZhaoFang|90147976|90417969|x|2022-02-15
Lerner Greenberg Stemer LLP |Airborn Studios GmbH|AIRBORN|AIRBORNE K9|Jacobson Ashley E|79285081|88892058|x|2022-02-15
RITHOLZ LEVY FIELDS LLP |Alaya Music LLC|ALAYA|ALAYA NATURALS|Alaya Naturals LLC|87641874|88008620|x|2022-02-15
ALBERTO MARISOL |Alberto Marisol|MSTYK ART|MYSTIC GALLERY|Andrew Hamra|90198995|90254156|x|2022-02-15
"SMITH, LANDMEIER & ELDERS, P.C."|ALDI Inc.|TIGEON|TIGEN|Tigen Pharma SA|87735783|79311144|x|
1-800-4-TRADEMARK P.A. |Alessandra Soares de Oliveira|VILA KIDS|LAS VILLAS|Tu Fang|88707913|90148094|x|2022-02-15
ROTHWELL FIGG ERNST & MANBECK |ALIMENTS LUDA FOODS INC.|LUDA|LUDA|Aliments Luda Foods Inc. Corporation Canada|85940120|90654291|x|2022-02-15
ALL FUEL INSTALLATION AND SERVICE LLC |All Fuel Installation And Service LLC|ALL FUEL INSTALLATION & SERVICE|ALLFUEL HST|Suzhou Rainbow Environmental Equipment Co. Ltd|87086331|90507970|x|2022-02-15
ALL IN MUSIC GROUP LLC |All In Music Group Llc|DRIP|DRIP NEW YORK|Drip New York Inc.|88057729|88173726|x|2022-02-15
EVERSHEDS SUTHERLAND (US) LLP |Alltrista Plastics LLC|ALLTRISTA|ALTRISTA|N.V. Organon|88648041|88678572|x|2022-02-15
PRICE LLC |Allure & More LLC|ALLURE & MORE VIRGIN HAIR|ALLURE HUES EXTENSIONS|Allure Hues|87054869|90268929|x|2022-02-15
FAHAM LAW LLC |Allure Style Accessories LLC|ALLURE STYLE ACCESSORIES|ALLURE HUES EXTENSIONS|Allure Hues|88611176|90268929|x|2022-02-15
Allure Wigs INC |Allure Wigs INC|ALLURE WIGS|ALLURE HUES EXTENSIONS|Allure Hues|88264839|90268929|x|2022-02-15
KILPATRICK TOWNSEND & STOCKTON LLP |Almahata Green LLC|ASTRO|ASTRO CITY|SEGA CORPORATION|88979552|79305259|x|2022-02-15
G&A Legal APC |Alpha Premium Brands LLC|AP ALPHA PREMIUM ENERGY|ALPHA MAN FUEL|Alpha Hardcore Energy LLC|85213359|88474741|x|2022-02-15
Blank Rome LLP |Alta Booking Ltd.|AB|AB HANDSHAKE|AB Handshake Corporation|79225946|90248112|x|2022-02-15
Altis Capital Development Inc. |Altis Capital Development Inc.|ALTIS|ALTAIS|Altais|86157472|88533548|x|2022-02-15
ALTIS LLC |ALTIS LLC|ALTIS|ALTAIS|Altais|86679200|88533548|x|2022-02-15
Weiss & Moy P.C. |ALTIS LLC|ALTIS|ALTAIS|Altais|86983188|88533548|x|2022-02-15
WEISS & MOY P.C. |Altis LLC|ALTIS PERFORMANCE THERAPY|ALTAIS|Altais|88441808|88533548|x|2022-02-15
PATENTBAR INTERNATIONAL PC |ALVISA MONTBLANC S.L.|MONT BLANC|CLOS MONT-BLANC|BODEGAS CONCAVINS S.A.|88763036|90465398|x|2022-02-15
AMANDA MARIE WARD |Amanda Ward|BLOOM|GOLDENBLOOM|CannaOne Corp.|86252775|90398714|x|2022-02-15
AMANDA WARD |Amanda Ward|BLOOM|GOLDENBLOOM|CannaOne Corp.|86252979|90398714|x|2022-02-15
AMAZON FILMS INC. |Amazon Films Inc.|AMAZON FILMS|AMAZON|Amazon Technologies Inc.|77450181|86315391|x|2022-02-15
AMAZON FILMS INC. |Amazon Films Inc.|AMAZON FILMS|AMAZON|Amazon Technologies Inc.|77450181|86315405|x|2022-02-15
American Express Marketing & Development Corp. |American Express Marketing & Development Corp.|AM EX|AMEX FREIGHT|AMEX FREIGHT INC.|87660929|88449580|x|2022-02-15
Barclay Damon LLP |American Food & Vending Corporation|REFRESH EXPRESS MICRO-MARKETS|REFRESH SIPS & EATS|Brown Vending Company|85479203|90474969|x|2022-02-15
AMERICAN INTERNATIONAL TRADING CO |AMERICAN INTERNATIONAL TRADING CO|PUPPE LOVE|PUPPY LOVE BUBBLES|JVR Enterprises LLC|78512059|90372601|x|2022-02-15
Chamberlain Hrdlicka White Williams & Aughtry |American Omni Trading Company|OMNI|OMNISOURCE|Omni United (S) Pte Ltd|77848478|87118000|x|2022-02-15
CHAMBERLAIN HRDLICKA WHITE WILLIAMS & AUGHTRY |American Omni Trading Company LLC|AMERICAN OMNI|OMNISOURCE|Omni United (S) Pte Ltd|86200384|87118000|x|2022-02-15
CHAMBERLAIN HRDLICKA WHITE WILLIAMS & AUGHTRY |American Omni Trading Company LLC|OMNI TRAIL|OMNISOURCE|Omni United (S) Pte Ltd|86450148|87118000|x|2022-02-15
CHAMBERLAIN HRDLICKA WHITE WILLIAMS & AUGHTRY |American Omni Trading Company LLC|OMNI CARGO|OMNISOURCE|Omni United (S) Pte Ltd|86453235|87118000|x|2022-02-15
CHAMBERLAIN HRDLICKA WHITE WILLIAMS & AUGHTRY |American Omni Trading Company LLC|OMNIMAX|OMNISOURCE|Omni United (S) Pte Ltd|86440390|87118000|x|2022-02-15
Maria Rosa Cursage |AMERICAN SOCCER COMPANY INC.|COOLTEC|COOLTECH|UniTech Services Group Inc.|78438623|90338083|x|2022-02-15
McCarter & English LLP |American Tae Kwon Do Academy Inc.|AMERICAN TAE KWON DO ACADEMY|ATA AMERICAN TAEKWONDO ASSOCIATION|Perfect M LLC|85173342|90359379|x|2022-02-15
SCHULTZ & ASSOCIATES P.C. |American Vapor Inc.|ARTISAN VAPOR|ARTIZEN|Zen IP Holdings LLC|87093668|90242596|x|2022-02-15
Fitzgerald IP Law |Americh Corporation|ZUMA|WAKAZUMA|Chen Qinhua|75861299|90426885|x|2022-02-15
Foley & Lardner LLP |AMERITOX LLC|INGENUITY HEALTH|INGENIO DIAGNOSTICS|Medical Diagnostic Laboratories LLC|86199620|88828018|x|2022-02-15
Foley & Lardner LLP |AMERITOX LLC|INGENUITY HEALTH|INGENIO DIAGNOSTICS|Medical Diagnostic Laboratories LLC|86199620|88828077|x|2022-02-15
Foley & Lardner LLP |AMERITOX LLC|INGENUITY HEALTH|INGENIO DIAGNOSTICS|Medical Diagnostic Laboratories LLC|86199620|88828110|x|2022-02-15
POWLEY & GIBSON P.C. |AMIRAL Holding|BE RELAX|BRELAXXED|Relaxed Inc.|88555565|90455627|x|2022-02-15
BLANK ROME LLP |Amphenol Corporation|EXTREMEPORT|EXTREMEPORT-BYTELINK|Amphenol AssembleTech(Xiamen)Co.Ltd|88873392|90513753|x|2022-02-15
BLANK ROME LLP |Amphenol Corporation|EXTREMEPORT|EXTREMEPORT-COOLINK|Amphenol AssembleTech(Xiamen)Co.Ltd|88873392|90513721|x|2022-02-15
BLANK ROME LLP |Amphenol Corporation|EXTREMEPORT|EXTREMEPORT-GAMALINK|Amphenol AssembleTech(Xiamen)Co.Ltd|88873392|90513690|x|2022-02-15
AND STILL LLC |And Still LLC|CORONAVAX|CORVAC|BioNTech SE|88781934|79296041|x|2022-02-15
LAW OFFICES OF THOMAS S. RUBIN |Ándale Productions LLC|ÁNDALE PRODUCTIONS|ANDALE YEEHAW|Billeegee Productions Inc.|87572121|87776847|x|2022-02-15
Jonathan Grant Morton |ANDER INTERNATIONAL LIMITED|ANDER|THE ANDERS GENERAL STORE|PNG International Ltd|87084249|88089905|x|2022-02-15
Markery Law LLC |Andress Brenda|SHE IS|SHE IS...|Riverchild Media LLC|88083330|90374398|x|2022-02-15
Markery Law LLC |Andress Brenda|SHEIS|SHE IS...|Riverchild Media LLC|88083370|90374398|x|2022-02-15
Markery Law LLC |Andress Brenda|SHE IS|SHE IS... RIVERCHILD MEDIA LLC|Riverchild Media LLC|88083330|90399228|x|2022-02-15
Markery Law LLC |Andress Brenda|SHEIS|SHE IS... RIVERCHILD MEDIA LLC|Riverchild Media LLC|88083370|90399228|x|2022-02-15
LegalForce RAPC Worldwide P.C. |Angeles Diaz Fernando|UNLIMITED RECORDS|UNLIMITED TOUCH|LENNY UNDERWOOD MUSICAL SERVICES LLC|85670389|88787434|x|2022-02-15
SNELL & WILMER L.L.P.|Aniplex Inc.|GUIN SAGA|GUIN|Guin Records LLC|79070742|88783513|x|
SNELL & WILMER L.L.P. |Aniplex Inc.|GUIN SAGA|GUIN|Guin Records LLC|79070742|88783513|x|2022-02-15
Antonious Christopher |Antonious Christopher|SUGAR SKULLS|TUCSON SUGAR SKULLS|Guy Sports & Entertainment|88117550|88122413|x|2022-02-15
Apollo Education Group Inc.- Trademark Counsel |APOLLO EDUCATION GROUP INC.|APOLLO EDUCATION GROUP|APOLLO|Apollo Health and Beauty Care Inc.|86116820|88850775|x|2022-02-15
Apollo Education Group Inc.- Trademark Counsel |APOLLO EDUCATION GROUP INC.|APOLLO EDUCATION GROUP|APOLLO|Apollo Health and Beauty Care Inc.|85698817|88850775|x|2022-02-15
Apollo Education Group Inc.- Trademark Counsel |APOLLO EDUCATION GROUP INC.|APOLLO EDUCATION GROUP|APOLLO|Apollo Health and Beauty Care Inc.|86116820|88850780|x|2022-02-15
Apollo Education Group Inc.- Trademark Counsel |APOLLO EDUCATION GROUP INC.|APOLLO EDUCATION GROUP|APOLLO|Apollo Health and Beauty Care Inc.|85698817|88850780|x|2022-02-15
Haug Partners LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|87515130|88850775|x|2022-02-15
HAUG PARTNERS LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|88327227|88850775|x|2022-02-15
Haug Partners LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO COMPUTING UNIT|APOLLO|Apollo Health and Beauty Care Inc.|87677546|88850775|x|2022-02-15
Haug Partners LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|87515130|88850780|x|2022-02-15
HAUG PARTNERS LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|88327227|88850780|x|2022-02-15
Haug Partners LLP |APOLLO INTELLIGENT DRIVING TECHNOLOGY (BEIJING) CO. LTD.|APOLLO COMPUTING UNIT|APOLLO|Apollo Health and Beauty Care Inc.|87677546|88850780|x|2022-02-15
Sorley Law Firm APC |Apollo Interactive Inc.|APOLLO INTERACTIVE|APOLLO|Apollo Health and Beauty Care Inc.|85079445|88850775|x|2022-02-15
Sorley Law Firm APC |Apollo Interactive Inc.|APOLLO INTERACTIVE|APOLLO|Apollo Health and Beauty Care Inc.|85079409|88850775|x|2022-02-15
Sorley Law Firm APC |Apollo Interactive Inc.|APOLLO INTERACTIVE|APOLLO|Apollo Health and Beauty Care Inc.|85079445|88850780|x|2022-02-15
Sorley Law Firm APC |Apollo Interactive Inc.|APOLLO INTERACTIVE|APOLLO|Apollo Health and Beauty Care Inc.|85079409|88850780|x|2022-02-15
Metz Lewis Brodman Must O'Keefe LLC |APOLLO NEUROSCIENCE INC.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|88680193|88850775|x|2022-02-15
Metz Lewis Brodman Must O'Keefe LLC |APOLLO NEUROSCIENCE INC.|APOLLO|APOLLO|Apollo Health and Beauty Care Inc.|88680193|88850780|x|2022-02-15
MCDERMOTT WILL & EMERY LLP |Arangold Corporation|KENTUCKY CLUB|KENTUCKY CLUB|Edwards Jacob D|87868960|90370856|x|2022-02-15
BAKER BOTTS L.L.P. |ARCOSA SHORING PRODUCTS INC.|GME|GME|Tencent Holdings Limited|86387734|88488800|x|2022-02-15
MARY M. LEE PC |ARL Bio Pharma Inc.|ARL BIO PHARMA|ARL|Applied Research Laboratories of South Florida LLC|87667768|90471952|x|2022-02-15
MARY M. LEE PC |ARL Bio Pharma Inc.|ARL BIO PHARMA|ARL|Applied Research Laboratories of South Florida LLC|87667768|90471990|x|2022-02-15
LERNER GREENBERG STEMER LLP |Armani & Burger GmbH|ARMANI · BURGER|GA EMPORIO ARMANI|GIORGIO ARMANI S.P.A.|90292752|79303913|x|2022-02-15
ART APPEEL LLC |Art Appeel LLC|ART APPEEL|GLASSAPEEL|Creative Media Products LLC|87897075|88650509|x|2022-02-15
Arthur B. Schultz Foundation |Arthur B. Schultz Foundation|THRIIVE|THRIVE GIVES|Thrive Market Inc.|85133423|90337839|x|2022-02-15
Blumenfield & Shereff LLP |Artisans Inc.|ARTISANS INC.|ARTIZEN|Zen IP Holdings LLC|74169750|90242596|x|2022-02-15
BLUMENFIELD & SHEREFF LLP |ARTISANS INC.|ARTISANS|ARTIZEN|Zen IP Holdings LLC|76384490|90242596|x|2022-02-15
ASHLEY JACOB |Ashley Jacob|MIND BODY MONEY|MIND. BODY. MONEY.|Nya's World LLC|90122288|90360324|x|2022-02-15
The Van Winkle Law Firm |Ashok Asokan|UNFOLDLABS|UNFOLD|Unfold Bio Inc.|86686319|79294810|x|2022-02-15
The Van Winkle Law Firm |Ashok Asokan|UNFOLDLABS|UNFOLD|Unfold Bio Inc.|86686319|79294840|x|2022-02-15
LATHAM & WATKINS LLP |Ashoka: Innovators for the Public|CHANGEMAKERS|CONVERSATIONS WITH CHANGEMAKERS|The Little Market Inc.|90040337|90540369|x|2022-02-15
Moore & Van Allen PLLC |ASSA ABLOY ACCESS AND EGRESS HARDWARE GROUP INC.|GEORGES|GEORGE TOOLS|SPR Capital Schweiz GmbH|86585683|79288185|x|2022-02-15
Latimer LeVay Fyock LLC |Association of American Medical Colleges|GME TRACK|GME|Tencent Holdings Limited|78198667|88488800|x|2022-02-15
Latimer LeVay Fyock LLC |Association of American Medical Colleges|GME TRACK AAMC|GME|Tencent Holdings Limited|78788605|88488800|x|2022-02-15
Audet Gilbert |Audet Gilbert|LATINX|LTNX|Latinx Clothing LLC|88349573|90117826|x|2022-02-15
Buchalter a Professional Corporation |AVALON APPAREL LLC|APPROPRIATE BEHAVIOR|APPROPRIATE|Luckey Ricky|77970165|90099344|x|2022-02-15
AVENTS DIANNA |Avents Dianna|JAMILA J|JAMILA MARIAMA|Jamila Mariama Inc.|90071321|90347184|x|2022-02-15
Perkins Coie LLP |AVERON US INC.|AVERON|EVERON|EVBox B.V.|87291068|79260466|x|2022-02-15
MCGARRY BAIR PC |AVON POLYMER PRODUCTS LIMITED|ARGUS|ARGOS COMPANION|Brekford Traffic Safety Inc.|77052681|87834077|x|2022-02-15
DAVIS WRIGHT TREMAINE LLP |B C Marketing Concepts Inc.|SESSION|SESION|Sesion IP Pty Ltd|78544241|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C MARKETING CONCEPTS INC.|SESSION|SESION|Sesion IP Pty Ltd|85467014|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C MARKETING CONCEPTS INC.|SESSION|SESION|Sesion IP Pty Ltd|85467018|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C MARKETING CONCEPTS INC.|SESSION LAGER|SESION|Sesion IP Pty Ltd|85467010|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C Marketing Concepts Inc.|SESSION BLACK|SESION|Sesion IP Pty Ltd|85467012|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C Marketing Concepts Inc.|SESSION F S 87|SESION|Sesion IP Pty Ltd|87178301|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C Marketing Concepts Inc.|SESSION PREMIUM LAGER FS 47 11 FLUID OZ. ALC 5.1% BY VOL.|SESION|Sesion IP Pty Ltd|86754895|87463420|x|2022-02-15
Davis Wright Tremaine LLP |B C Marketing Concepts Inc.|SESIÓN|SESION|Sesion IP Pty Ltd|86876103|87463420|x|2022-02-15
BABSHAIR & BEAUTY LLC |BABSHair & Beauty LLC|BABSHAIR .COM BEAUTY · ELEGANCE · STYLE|BABSHAIR BEAUTY BOX|Heath-Gonzalez Donna|87527507|90297260|x|2022-02-15
Viridian Design LLC |Bajaj Shea Nathan|VIRIDIAN ARCHITECTURE & DESIGN|VIRIDIAN ECOSCAPES|Leisenring Joshua N|78348000|90669069|x|2022-02-15
KIM AND LAHEY LAW FIRM LLC |Baldwin Aviation Inc.|SAFETY GAUGE|SAFE-GAUGE -WORK SMART · STAY SAFE-|Safe Gauge Pty Ltd|88462099|79310959|x|2022-02-15
MORELLA & ASSOCIATES A PROFESSIONAL CORPORATION |Band Together Pittsburgh|BAND TOGETHER|BAND TOGETHER|Band Together|88602447|88912180|x|2022-02-15
MORELLA & ASSOCIATES A PROFESSIONAL CORPORATION |Band Together Pittsburgh|BAND TOGETHER|BAND TOGETHER|Band Together|88602471|88912180|x|2022-02-15
COASTAL PATENT LAW GROUP P.C. |Barefoot Blonde LLC|DAE|DEAY SKIN|Townsend Bianca|88593551|90212842|x|2022-02-15
GOULSTON & STORRS PC |Barrow Industries Inc.|BRELAXED|BRELAXXED|Relaxed Inc.|87115351|90455627|x|2022-02-15
Dorsey & Whitney LLP |BASF New Business GmbH|ENLUXTRA|ENLUXTRA|Techno Partners LLC|79098759|90485564|x|2022-02-15
Be Mine Inc. |Be Mine Inc.|MUSTARD SEED|MUSTARD SEED JEWELRY|Mustard Seed Jewelry LLC|85224028|88899999|x|2022-02-15
SUSAN L. BECKER |Becker Sue L.|QUARANTINE BABY|QUARAN-TEE|RSP International|88854108|88881063|x|2022-02-15
ESCHWEILER & POTASHNIK |BECKETT GAS INCORPORATED|BECKETT THERMAL SOLUTIONS|BECKETT MORE THAN JUST TECHNOLOGY|Beckett Gas Inc.|88778419|90259284|x|2022-02-15
ESCHWEILER & POTASHNIK |BECKETT GAS INCORPORATED|BECKETT THERMAL SOLUTIONS|BECKETT MORE THAN JUST TECHNOLOGY|Beckett Gas Inc.|88778420|90259284|x|2022-02-15
ESCHWEILER & POTASHNIK |BECKETT GAS INCORPORATED|BECKETT THERMAL SOLUTIONS|BECKETT MORE THAN JUST TECHNOLOGY|Beckett Gas Inc.|88778426|90259284|x|2022-02-15
ABELMAN FRAYNE & SCHWAB |BECLE S.A.B. DE C.V.|CANTARITO|CANTAORA|Tri-Vin Imports Inc.|88962746|90266862|x|2022-02-15
ANDERSON & ASSOCIATES |Beerfarm|BEERFARM|BEER FARM|Brookeville Brewing LLC|87288408|87498488|x|2022-02-15
ANDERSON & ASSOCIATES |Beerfarm|BEERFARM|BROOKEVILLE BEER FARM|Brookeville Brewing LLC|87288408|87982744|x|2022-02-15
MARSHALL GERSTEIN & BORUN LLP |Behind The Scenes Productions Inc.|BEHIND THE SCENES|BEHIND THE SCENES HOME INSPECTIONS|Behind The Scenes Home Inspections LLP|77619586|90487991|x|2022-02-15
LOWRIE LANDO & ANASTASI LLP|BELDEN INC.|OPTIMAX|OPTI MAX|ARRIS Enterprises LLC|75246154|90506653|x|
OWEN WICKERSHAM & ERICKSON P.C. |BELTANE INC.|BELTANE RANCH|BELTANE|CARROLL'S MANAGEMENT INC.|85114055|90403518|x|2022-02-15
Trademark Services Pty Ltd |Benjamin Cooke|PW|PW|Jefferson II Lionel|79152725|90379279|x|2022-02-15
Bennie Leroy Mayes II |Bennie Leroy Mayes II|GRAND DIOSE|SANKOFA BOTTLING COMPANY|Sankofa Bottling Company|88221214|90403129|x|2022-02-15
BAKER & RANNELLS PA. |BEN'S DISTRIBUTION CENTER INC|VG|VG|Vida Glow Hold Co Pty Limited|85592001|79312246|x|2022-02-15
THOMPSON DUNLAP & HEYDINGER LTD. |Bent Water Brewing Management Company LLC|RELIC TWENTY-8|RELIC|Relic Wine Cellars LLC|86891449|90081553|x|2022-02-15
SOUTHEAST IP GROUP LLC. |Bieri Michel|PUPPY LOVE|PUPPY LOVE BUBBLES|JVR Enterprises LLC|88733061|90372601|x|2022-02-15
BIGGER THAN I INC. |Bigger Than I Inc.|BIGGER THAN I INC|BIGGER THAN I INC.|Traylor Ashley|88956484|90067909|x|2022-02-15
Zimmer Biomet |Biomet 3i LLC|T3|T3|KYOCERA Corporation|85566643|90389956|x|2022-02-15
Zimmer Biomet |Biomet 3i LLC|3I T3|T3|KYOCERA Corporation|85709533|90389956|x|2022-02-15
Zimmer Biomet |Biomet 3i LLC|3I T3 EX HEX|T3|KYOCERA Corporation|86175926|90389956|x|2022-02-15
Zimmer Biomet |Biomet 3i LLC|3I T3 IMPLANT|T3|KYOCERA Corporation|86525067|90389956|x|2022-02-15
Fitch Even Tabin & Flannery |BIOSIGNS PTE LTD|EVERION|EVERON|EVBox B.V.|79210015|79260466|x|2022-02-15
QUINTAIROS PRIETO WOOD & BOYER P.A. |BirdieBox LLC|BIRDIE BOX|BIRDIE|Birdie LLC|87339880|88593555|x|2022-02-15
